id,i001,i002,i003,i004,i005,i006,i007,i008,i009,i010,i011,i012,i013,i014,i015,i016,i017,i018,i019,i020,i021,i022,i023,i024,i025,i026,i027,i028,i029,i030,i031,i032,i033,i034,i035,i036,i037,i038,i039,i040,i041,i042,i043,i044,i045,i046,i047,i048,i049,i050,i051,i052,i053,i054,i055,i056,i057,i058,i059,i060,i061,i062,i063,i064,i065,i066,i067,i068,i069,i070,i071,i072,i073,i074,i075,i076,i077,i078,i079,i080,i081,i082,i083,i084,i085,i086,i087,i088,i089,i090,i091,i092,i093,i094,i095,i096,i097,i098,i099,i100,i101,i102,i103,i104,i105,i106,i107,i108,i109,i110,i111,i112,i113,i114
56009,2,1,1,3,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,2,1,1,1,2,1,1,2,1,1,1,1,1,1,2,1,2,4,2,1,1,1,4,1,1,2,1,1,1,2,2,2,4,4,1,3,1,1,1,1,2,1,2,4,4,4,4,2,1,1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,4,1,1,1,1,1,1,4,1,2,1,1,1,1,1,1,1,1,1,1,1
56010,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1
56011,1,1,1,1,1,1,1,1,1,1,1,2,2,1,3,2,1,1,1,2,2,2,2,1,2,1,2,2,2,2,3,3,1,3,2,3,2,1,1,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,3,1,1,1,2,3,1,1,1,4,2,1,1,2,1,1,1,2,2,2,1,2,4,3,1,1,2,1,2,2,1,1,1,1,2,1
56012,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,1,1,1,1
56013,2,2,2,1,2,2,2,2,2,2,2,3,2,1,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,3,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1
56014,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,1,1,2,2,2,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1
56015,3,2,3,3,2,3,1,1,1,1,2,1,1,3,1,1,1,1,2,2,3,2,1,2,3,1,4,2,1,1,1,1,1,1,1,1,2,1,1,1,3,4,1,1,1,1,2,1,1,4,1,3,2,1,2,1,1,1,1,2,1,1,3,1,1,2,2,2,4,1,2,1,1,1,4,1,1,2,4,2,3,3,2,4,1,1,2,1,3,1,2,2,1,1,1,2,1,2,1,3,4,1,1,1,2,1,1,2,1,2,1,2,2,1
56016,1,1,2,2,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1
56017,2,3,3,2,3,3,2,2,3,2,2,2,2,4,2,1,2,1,1,2,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,1,2,2,3,1,1,1,1,4,2,1,1,2,1,2,4,1,2,4,3,2,2,1,1,1,1,3,1,3,2,2,1,3,1,1,1,2,2,1,1,1,2,2,1,1,2,1,1,1,2,3,2,1,2,1,2,1,3,2,2,1,1,3,2,1,2,2,2,1,2,2,2,1,3,3,2
56018,2,1,1,3,2,2,2,1,1,1,1,2,1,1,1,2,3,3,3,2,1,2,1,2,2,1,1,1,2,2,1,2,1,1,1,1,2,1,1,2,2,4,1,1,1,4,2,3,1,1,1,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,3,1,1,1,4,1,2,1,1,1,1,1,2,1,1,1,1,2,2,2,1,1,1,1,2,1,2,1,1,2,2,1,1,2,1,1,1,2,2,1
56019,2,2,3,1,1,2,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
56020,1,1,1,3,2,2,2,1,2,2,1,1,2,2,1,2,1,1,1,2,2,2,1,2,2,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,2,1,1,1,2,2,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,3,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,3,1,1,1,2,1,1,2,1,1,1,1,2,1
56021,1,1,2,2,1,2,1,1,1,1,2,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,2,2,2,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,1,1,2,2,1,1
59004,2,2,2,1,2,2,2,2,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
59006,1,2,2,2,3,3,1,2,2,2,3,2,2,3,2,1,2,1,2,3,3,2,2,2,2,2,2,2,1,2,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,1,1,2,1,2,2,1,2,1,1,1,1,1,2,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,1
59008,1,1,2,2,1,2,2,2,2,2,2,1,1,1,1,2,1,1,2,1,1,2,1,1,2,1,2,2,1,2,1,2,2,1,1,1,2,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,2,2,1,2,1,1,3,2,1,3,3,2,1,1,1,1,2,1,1,1,2,2,2,1,1,2,1,2,1,1,1,1,1,1,1,2,2,1,1,4,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,1,1,2,1,1
59009,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,2,1,1,1,1,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,3,1,1,2,2,2,1,2,1,1,1,1,2,1
59012,1,1,2,2,2,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,1,1,2,1,2,2,2,2,2,2,1,1,1,1,2,1,1,1,2,2,2,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2,1,2,1,2,2,1
59013,2,2,1,2,1,2,2,2,2,2,2,1,1,1,1,2,1,1,1,1,1,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,2,2,1,1,1,1,3,1,3,1,1,1,1,2,2,3,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,1,1,1,1,3,3,1
59014,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,2,1
59015,2,1,2,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1
59016,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,2,2,2,2,1,1,1,2,2,1,1,1,2,1,1,2,2,2,1,1,1,2,3,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,3,1,1,1,1,1,1,2,2,1,1,2,2,1
59017,2,1,3,2,1,1,3,3,1,1,2,2,1,2,1,2,1,1,1,1,1,2,1,1,1,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,4,1,1,1,1,2,1,1,3,1,1,2,1,1,1,1,1,1,3,4,2,3,1,1,1,4,1,1,1,2,1,2,3,1,1,1,1,1,1,1,2,2,3,1
59018,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,1,3,2,1,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,2,2,2,1,1
59020,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,2,2,2,1,1,1,1,1,2,1,1,1,2,2,2,1,1,1,1,2,2,1,2,1,1,1,2,2,2,1,1,2,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1
60001,2,2,2,1,3,2,2,2,2,2,2,3,2,2,1,2,1,1,1,2,1,2,2,1,1,1,2,2,1,1,2,1,1,1,1,1,1,2,2,1,2,1,1,1,1,2,2,1,1,1,1,1,1,3,1,1,1,1,3,1,1,1,1,1,3,1,1,3,1,3,3,2,1,2,1,1,1,1,2,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1
60002,2,3,3,1,2,3,2,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,2,2,3,1,2,2,1,1,2,3,2,1,1,2,1,2,2,2,2,4,1,1,1,1,2,1,1,2,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,1,2,1,1,2,2,1,2,2,2,1,2,1,1,2,2,2,1,1,2,1,2,2,1,1,1,2,1,1,2,1,2,1,1,1,2,3,2,2,2,2,1,2,2,1
60003,3,2,2,1,3,3,3,2,2,2,2,3,3,2,1,2,2,2,2,3,1,2,1,2,3,2,1,3,1,2,1,3,1,2,1,2,2,2,2,2,3,3,2,1,2,2,3,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,3,1,1,2,3,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,2,3,2,2,3,3,1
60004,2,2,3,3,1,2,2,2,1,2,2,1,1,2,4,1,1,1,1,4,3,3,3,4,3,3,3,3,3,1,1,4,3,2,1,2,4,3,3,4,3,4,2,1,3,4,1,3,1,3,1,1,3,2,1,1,4,4,4,4,3,1,1,1,3,2,4,3,1,1,3,2,1,1,2,3,1,2,4,3,2,2,2,4,1,2,1,2,3,1,2,3,1,4,1,3,1,1,4,4,4,1,1,1,3,1,1,3,1,1,1,3,3,1
60005,1,2,1,2,2,2,1,1,1,1,2,1,2,3,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,1,2,1,2,3,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1
60006,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1,1,1,1,1,2,1,2,1,2,1,1,1,2,2,3,2,1,1,1,2,1,1,2,2,2,4,1,1,3,1,2,2,3,2,3,2,1,3,4,2,3,2,3,2,1,1,1,1,2,1,1,1,1,1,2,1,1,1,3,2,1,3,3,2,2,1,1,1,2,1,1,1,2,1,2,2,1,2,1,2,2,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,2,1
60007,2,2,1,2,2,1,1,2,1,3,2,2,2,1,1,2,1,1,2,1,1,2,1,3,1,1,2,1,4,1,1,1,1,1,1,1,2,1,1,1,2,3,1,1,1,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,3,1,1,1,1,2,1,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,2,1
60008,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,1,1,1,1,1,2,1,2,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,2,2,1
64001,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,1,1,2,2,1,2,2,2,1,2,1,3,2,2,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,1,2,1,1,3,2,1,2,2,2,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,3,2,1,1,1,1,1,2,1,1,2,1,1,1
64002,2,2,2,1,2,2,2,2,2,2,2,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,2,1,2,2,2,2,2,1,2,2,1,1,1,1,1,1,1,2,1,1,2,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,1,1
64003,2,2,3,2,2,3,2,2,1,2,1,1,1,2,3,1,1,1,1,2,1,2,2,2,3,2,2,3,2,1,1,2,1,3,1,3,3,2,1,2,3,2,1,1,2,3,2,2,2,2,3,2,2,2,2,1,2,3,3,3,2,1,1,1,2,2,3,1,2,2,4,1,2,1,3,1,1,2,2,2,2,1,1,1,1,2,1,1,1,2,2,2,1,1,1,2,1,1,1,2,3,1,2,1,2,1,1,2,2,1,1,2,3,1
68001,2,2,3,1,3,2,2,2,3,2,2,2,2,2,1,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,2,2,1,2,1,1,1,1,1,1,2,2,1,1,1,1,3,1,2,1,2,2,1,2,2,2,4,1,2,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,2,1,2,1,1,1,2,2,3,2,1
68002,3,3,3,2,1,1,2,2,2,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,2,1,1,1,1,1,1,2,2,2,1,2,1,1,1,1,1,1,1,1,2,1,2,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,3,1,2,1,1,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,2,2,2,1,2,1,1,1,2,2,1
68003,1,2,1,1,2,1,2,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,3,1,3,2,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,3,1,1,2,1,1,1,2,1,1,1,1,1,2
68004,2,2,1,1,1,1,2,2,1,1,2,2,1,2,1,1,1,1,1,1,1,2,2,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,3,1,1,2,1,1,1,1,1,1,1,1,1,2
68005,2,2,2,2,3,2,2,2,1,1,1,2,2,2,1,1,1,1,1,1,1,2,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,2,1,1,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,2,1
68006,2,1,2,1,2,2,1,1,1,1,2,1,1,3,2,1,1,1,1,3,1,2,2,2,2,1,2,1,1,2,2,3,1,1,1,1,2,1,1,2,2,2,1,1,1,2,2,2,1,1,2,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,2,2,1,1,3,1,1,1,2,2,1,1,2,1,2,1,1,2,1,1,1,1,2,1,2,2,1,1,1,2,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,2,2,1
68007,2,2,2,2,2,2,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,2,2,2,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,2,1,1,2,1,1,1,2,1,1
68008,1,2,2,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,2,2,1,2,1,1,1,1,1,1,1,1,1,2,2,3,2,1,2,1,1,1,1,1,1,1,1,2,1,1,2,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,2,1,2,2,1,2,2,1,2,1,1,2,1,1,1,2,1,1,1,1,2,1,2,2,2,2,2,2,1,1,1,1,1,1
68009,1,2,2,1,1,2,2,2,1,1,2,2,2,2,2,1,1,1,1,2,2,2,2,1,2,1,2,2,3,2,2,2,2,1,1,2,3,1,2,2,2,4,1,1,1,1,3,2,1,2,1,2,2,2,1,3,3,2,2,2,1,1,1,1,1,1,2,3,1,1,2,1,1,1,3,1,1,1,3,1,1,1,2,3,2,1,1,1,1,1,1,1,4,4,1,1,1,2,2,2,4,1,1,1,1,1,1,1,1,1,1,1,2,1
68010,2,2,2,2,2,2,1,1,1,1,2,2,2,1,1,1,1,1,1,2,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,2,1,1,1,1,2,1,2,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
68011,3,3,2,2,3,3,2,2,1,2,2,1,1,2,1,2,1,1,2,2,1,2,1,1,2,2,2,2,1,2,1,2,2,1,1,1,2,1,1,2,2,2,2,1,1,1,2,1,1,2,1,1,3,2,2,2,2,1,3,3,2,1,2,1,1,1,1,2,1,1,2,1,1,2,3,2,1,2,3,3,2,1,2,1,2,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,3,2,1,2,3,2,2,3,3,2,2,3,2,1
68012,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
68013,1,1,2,2,1,1,2,1,1,1,2,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1
68014,2,2,3,2,2,3,2,1,1,1,2,1,1,2,2,2,1,2,2,3,1,2,2,2,2,1,2,2,2,1,1,2,1,1,1,1,2,2,1,2,2,3,1,1,1,1,2,2,1,1,1,1,2,3,3,1,3,1,1,3,2,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,1,1,3,2,2,1,2,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,3,1,2,2,2,1,1,2,1,2,2,1,1,1
68015,2,2,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,3,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1,2,1,1
68016,1,2,2,1,1,2,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,2,2,3,1,3,3,1,2,2,1,1,1,1,3,1,2,1,1,2,3,3,1,1,1,1,1,2,2,1,3,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,2,1,1,2,1,1,1,2,2,1,1,1,3,1,1,1,2,1,1,2,1,1,1,1,1,1
68017,2,2,3,4,2,2,3,2,2,2,2,1,1,2,2,1,1,1,1,1,1,2,1,1,2,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,2,3,2,1,1,1,1,1,2,3,1,1,1,1,2,2,1,1,1,2,2,1,2,1,1,3,1,2,1,1,1,2,1,2,1,1,1,2,1,1,1,1,2,2,1,1,2,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,2,1,1,1,1
68018,2,2,2,1,3,2,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,2,3,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1
68019,3,2,2,2,2,3,2,2,2,2,2,2,2,3,1,2,1,1,1,3,1,2,1,1,2,1,2,2,1,2,2,2,2,1,1,2,2,1,1,2,2,2,2,1,1,2,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,2,2,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,3,1,1,2,1,1,1,2,1,1,2,2,1,1
68020,1,1,2,2,2,1,1,1,1,2,2,1,2,2,2,1,1,1,1,4,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,3,1,1,1,2,4,2,3,2,3,2,1,1,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,1,1,2,3,3,2,1,1,2,1,2,1,1,1,1,1,2,3,1,1,1,1,1,2,1,2,1,4,3,1,1,1,2,1,1,1,1,1,1
69001,2,1,2,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,3,1,1,2,1,1,1,1,2,1,1,1,2,1
69002,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,2,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,2,2,1,1,1,1,1,2,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,3,1,1,2,1,1,1,2,2,1,1,1,2,1,1,1,2,1,1,2,1,1,2,1,1,2
69003,2,2,2,3,2,2,2,2,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,4,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,1
